;Query.accession;Query.sequence.length;Subject.seq.id;Subject.accession;Subject.sequence.length;evalue;Bit.Score;Raw.Score;Alignment.length;Percentage.of.identical.matches;Number.of.identical.matches;Number.of.mismatches;Number.of.positive.scoring.matches;Total.number.of.gaps;Taxonomy.ID;Scientific.name;Subject.blast.name;Subject.common.name;Domain;Phylum;Class;Order;Family;Genus;Species
2283;ASV_0027;203;gi|1013824879|gb|KT372134.1|;KT372134;16678;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2284;ASV_0027;203;gi|974737457|gb|KT827214.1|;KT827214;537;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2285;ASV_0027;203;gi|974737445|gb|KT827202.1|;KT827202;563;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2286;ASV_0027;203;gi|673922049|gb|KM101042.1|;KM101042;16731;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2287;ASV_0027;203;gi|2445127567|gb|OQ443272.1|;OQ443272;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2288;ASV_0027;203;gi|2445127566|gb|OQ443271.1|;OQ443271;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2289;ASV_0027;203;gi|2445127565|gb|OQ443270.1|;OQ443270;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2290;ASV_0027;203;gi|2445127564|gb|OQ443269.1|;OQ443269;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2291;ASV_0027;203;gi|2445127563|gb|OQ443268.1|;OQ443268;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2292;ASV_0027;203;gi|2445127562|gb|OQ443267.1|;OQ443267;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2293;ASV_0027;203;gi|2445127561|gb|OQ443266.1|;OQ443266;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2294;ASV_0027;203;gi|2445127559|gb|OQ443264.1|;OQ443264;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2295;ASV_0027;203;gi|2445127558|gb|OQ443263.1|;OQ443263;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2296;ASV_0027;203;gi|2445127557|gb|OQ443262.1|;OQ443262;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2297;ASV_0027;203;gi|2445127556|gb|OQ443261.1|;OQ443261;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2298;ASV_0027;203;gi|2445127555|gb|OQ443260.1|;OQ443260;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2299;ASV_0027;203;gi|2445127554|gb|OQ443259.1|;OQ443259;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2300;ASV_0027;203;gi|2445127553|gb|OQ443258.1|;OQ443258;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2301;ASV_0027;203;gi|2445127552|gb|OQ443257.1|;OQ443257;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2302;ASV_0027;203;gi|2445127551|gb|OQ443256.1|;OQ443256;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2303;ASV_0027;203;gi|2445127550|gb|OQ443255.1|;OQ443255;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2304;ASV_0027;203;gi|2445127549|gb|OQ443254.1|;OQ443254;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2305;ASV_0027;203;gi|2445127548|gb|OQ443253.1|;OQ443253;459;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2306;ASV_0027;203;gi|2277777572|gb|OP088329.1|;OP088329;523;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2307;ASV_0027;203;gi|2414558493|gb|ON804887.1|;ON804887;16692;1.49E-97;370;200;203;99.507;202;1;202;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2308;ASV_0027;203;gi|808177047|gb|KP765602.1|;KP765602;16741;1.49E-97;370;200;204;99.51;203;0;203;1;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2309;ASV_0027;203;gi|794460802|gb|KP681243.1|;KP681243;16721;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2310;ASV_0027;203;gi|2321859529|gb|OM236539.1|;OM236539;16620;1.49E-97;370;200;203;99.507;202;1;202;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2311;ASV_0027;203;gi|2307852130|gb|OK326862.1|;OK326862;16611;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2312;ASV_0027;203;gi|757174577|gb|KP294522.1|;KP294522;16690;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2313;ASV_0027;203;gi|748762942|gb|KP126939.1|;KP126939;16761;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2314;ASV_0027;203;gi|698173772|gb|KM094194.1|;KM094194;16741;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2315;ASV_0027;203;gi|695276270|gb|KJ193252.1|;KJ193252;523;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2316;ASV_0027;203;gi|695276240|gb|KJ193222.1|;KJ193222;523;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2317;ASV_0027;203;gi|695276215|gb|KJ193197.1|;KJ193197;523;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2318;ASV_0027;203;gi|695276212|gb|KJ193194.1|;KJ193194;523;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2319;ASV_0027;203;gi|695276083|gb|KJ193065.1|;KJ193065;523;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;"Greater cane rat""";Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2320;ASV_0027;203;gi|695276081|gb|KJ193063.1|;KJ193063;523;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2321;ASV_0027;203;gi|695276027|gb|KJ193009.1|;KJ193009;523;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2322;ASV_0027;203;gi|685497081|ref|NC_024860.1|;NC_024860;16481;1.49E-97;370;200;203;99.507;202;1;202;0;273789;Sus celebensis;even-toed ungulates & whales;Celebes wild boar;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus celebensis
2323;ASV_0027;203;gi|675295267|gb|KJ782448.1|;KJ782448;16506;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2324;ASV_0027;203;gi|669176308|gb|KJ746666.1|;KJ746666;16727;1.49E-97;370;200;203;99.507;202;1;202;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2325;ASV_0027;203;gi|2152011340|gb|MK688993.1|;MK688993;16761;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2326;ASV_0027;203;gi|2147638638|gb|OK329967.1|;OK329967;16752;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2327;ASV_0027;203;gi|544582182|gb|KC984217.1|;KC984217;207;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2328;ASV_0027;203;gi|2120245608|gb|MT483613.1|;MT483613;16620;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2329;ASV_0027;203;gi|2107798264|gb|MZ846190.1|;MZ846190;16692;1.49E-97;370;200;203;99.507;202;1;202;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2330;ASV_0027;203;gi|2106369929|gb|MW342493.1|;MW342493;16710;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2331;ASV_0027;203;gi|586946472|gb|KF971862.1|;KF971862;16728;1.49E-97;370;200;204;99.51;203;0;203;1;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2332;ASV_0027;203;gi|586829562|gb|KF767443.1|;KF767443;16741;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2333;ASV_0027;203;gi|584596289|gb|KF908860.1|;KF908860;556;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2334;ASV_0027;203;gi|589144553|ref|NC_023536.1|;NC_023536;16479;1.49E-97;370;200;203;99.507;202;1;202;0;159856;Sus verrucosus;even-toed ungulates & whales;Java warty pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus verrucosus
2335;ASV_0027;203;gi|576597389|gb|KF888634.1|;KF888634;16711;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2336;ASV_0027;203;gi|465481228|gb|KC505410.1|;KC505410;16740;1.49E-97;370;200;204;99.51;203;0;203;1;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2337;ASV_0027;203;gi|571031644|gb|KF752550.1|;KF752550;16711;1.49E-97;370;200;204;99.51;203;0;203;1;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2338;ASV_0027;203;gi|556571580|gb|KF569218.1|;KF569218;16710;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2339;ASV_0027;203;gi|2065397213|gb|MZ521005.1|;MZ521005;600;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2340;ASV_0027;203;gi|550600831|gb|KF472177.1|;KF472177;16690;1.49E-97;370;200;204;99.51;203;0;203;1;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2341;ASV_0027;203;gi|695722347|pdb|4V19|A;4V19_A;1570;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2342;ASV_0027;203;gi|1979414846|pdb|6GAW|BA;6GAW_BA;1571;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2343;ASV_0027;203;gi|567755268|pdb|4CE4|A;4CE4_A;1570;1.49E-97;370;200;203;99.507;202;1;202;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2344;ASV_0027;203;gi|2023428938|gb|CP071572.1|;CP071572;16611;1.49E-97;370;200;203;99.507;202;1;202;0;415978;Sus scrofa scrofa;even-toed ungulates & whales;Sus scrofa scrofa;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2345;ASV_0027;203;gi|347448737|gb|JN601075.1|;JN601075;16771;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2346;ASV_0027;203;gi|347448695|gb|JN601072.1|;JN601072;16771;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2347;ASV_0027;203;gi|347448667|gb|JN601070.1|;JN601070;16770;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2348;ASV_0027;203;gi|347448639|gb|JN601068.1|;JN601068;16770;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2349;ASV_0027;203;gi|347448611|gb|JN601066.1|;JN601066;16770;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2350;ASV_0027;203;gi|459353574|gb|KC469587.1|;KC469587;16612;1.49E-97;370;200;203;99.507;202;1;202;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2351;ASV_0027;203;gi|445065190|gb|KC208030.1|;KC208030;540;1.49E-97;370;200;203;99.507;202;1;202;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2352;ASV_0027;203;gi|443611020|gb|KC250275.1|;KC250275;16610;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2353;ASV_0027;203;gi|443611006|gb|KC250274.1|;KC250274;16620;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2354;ASV_0027;203;gi|371913018|dbj|AK392675.1|;AK392675;1514;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2355;ASV_0027;203;gi|1913240884|dbj|LC500156.1|;LC500156;465;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2356;ASV_0027;203;gi|1898549875|gb|MT199606.1|;MT199606;16619;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2357;ASV_0027;203;gi|347826125|gb|JN714159.1|;JN714159;553;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2358;ASV_0027;203;gi|347826105|gb|JN714139.1|;JN714139;483;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2359;ASV_0027;203;gi|347826099|gb|JN714133.1|;JN714133;553;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2360;ASV_0027;203;gi|347826097|gb|JN714131.1|;JN714131;494;1.49E-97;370;200;203;99.507;202;1;202;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2361;ASV_0027;203;gi|344051225|gb|JF810372.1|;JF810372;470;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2362;ASV_0027;203;gi|344051224|gb|JF810371.1|;JF810371;515;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2363;ASV_0027;203;gi|344051223|gb|JF810370.1|;JF810370;512;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2364;ASV_0027;203;gi|344051221|gb|JF810368.1|;JF810368;497;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2365;ASV_0027;203;gi|344051220|gb|JF810367.1|;JF810367;515;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2366;ASV_0027;203;gi|344051219|gb|JF810366.1|;JF810366;466;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2367;ASV_0027;203;gi|344051217|gb|JF810364.1|;JF810364;496;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2368;ASV_0027;203;gi|344051216|gb|JF810363.1|;JF810363;499;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2369;ASV_0027;203;gi|344051214|gb|JF810361.1|;JF810361;528;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2370;ASV_0027;203;gi|344051213|gb|JF810360.1|;JF810360;533;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2371;ASV_0027;203;gi|344051212|gb|JF810359.1|;JF810359;506;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2372;ASV_0027;203;gi|344051211|gb|JF810358.1|;JF810358;516;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2373;ASV_0027;203;gi|344051210|gb|JF810357.1|;JF810357;515;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2374;ASV_0027;203;gi|344051209|gb|JF810356.1|;JF810356;521;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2375;ASV_0027;203;gi|344051208|gb|JF810355.1|;JF810355;504;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2376;ASV_0027;203;gi|344051207|gb|JF810354.1|;JF810354;514;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2377;ASV_0027;203;gi|344051206|gb|JF810353.1|;JF810353;517;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2378;ASV_0027;203;gi|342316091|gb|DQ534707.2|;DQ534707;16728;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2379;ASV_0027;203;gi|296939783|gb|GQ338947.1|;GQ338947;1473;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2380;ASV_0027;203;gi|296939782|gb|GQ338946.1|;GQ338946;1475;1.49E-97;370;200;203;99.507;202;1;202;0;273789;Sus celebensis;even-toed ungulates & whales;Celebes wild boar;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus celebensis
2381;ASV_0027;203;gi|296939781|gb|GQ338945.1|;GQ338945;1475;1.49E-97;370;200;203;99.507;202;1;202;0;159856;Sus verrucosus;even-toed ungulates & whales;Java warty pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus verrucosus
2382;ASV_0027;203;gi|238625868|gb|GQ220328.1|;GQ220328;16609;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2383;ASV_0027;203;gi|223976078|ref|NC_012095.1|;NC_012095;16770;1.49E-97;370;200;203;99.507;202;1;202;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;"domestic pig""";Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2384;ASV_0027;203;gi|209166268|gb|FJ237003.1|;FJ237003;16940;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2385;ASV_0027;203;gi|209166254|gb|FJ237002.1|;FJ237002;16941;1.49E-97;370;200;203;99.507;202;1;202;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
